text-3 href,text-3,story__link,story__link href,story__excerpt,timestamp--label,timestamp--time,Concatenated_Columns
www.dawn.com/pakistan,Pakistan,Episode between Khawaja Izhar Rao Anwar inappropriate says PSPs Raza Haroon,1284414-episode between khawaja izhar rao anwar inappropriate says psps raza haroon,"PSP leader urged Chief Minister Sindh Syed Murad Ali Shah to hear the perspective of the suspended SSP Rao Anwar
.",Published,"17 Sep, 2016","Episode between Khawaja Izhar Rao Anwar inappropriate says PSPs Raza HaroonPSP leader urged Chief Minister Sindh Syed Murad Ali Shah to hear the perspective of the suspended SSP Rao Anwar
."
www.dawn.com/pakistan,Pakistan,Pakistan Navy launches third Azmatclass fast attack craft,1284347-pakistan navy launches third azmat class fast attack craft,The addition of the Fast Attack CraftMissile will improve the operational capability of the Pakistan Navy.,Published,"17 Sep, 2016",Pakistan Navy launches third Azmatclass fast attack craftThe addition of the Fast Attack CraftMissile will improve the operational capability of the Pakistan Navy.
www.dawn.com/pakistan,Pakistan,Quetta shuts down to mourn the Civil Hospital victims,1284345-quetta shuts down to mourn the civil hospital victims,"Strike call given by ANP was backed by BNPMengal, BNPAwami and JUIIdeological.",Published,"17 Sep, 2016","Quetta shuts down to mourn the Civil Hospital victimsStrike call given by ANP was backed by BNPMengal, BNPAwami and JUIIdeological."
www.dawn.com/pakistan,Pakistan,Indian attempts to deny illegal occupation of Kashmir is a travesty of history,1284346-indian attempts to deny illegal occupation of kashmir is a travesty of history,Pakistani delegation slammed India's interference in Balochistan and termed it as an attempt to divert attention.,Updated,"18 Sep, 2016",Indian attempts to deny illegal occupation of Kashmir is a travesty of historyPakistani delegation slammed India's interference in Balochistan and termed it as an attempt to divert attention.
www.dawn.com/pakistan,Pakistan,Curfew in Mohmand as suicide attack death toll rises to ,1284337-curfew in mohmand as suicide attack death toll rises to 30,Security forces launched a search operation in the area following a suicide bombing in a mosque.,Published,"17 Sep, 2016",Curfew in Mohmand as suicide attack death toll rises to Security forces launched a search operation in the area following a suicide bombing in a mosque.
www.dawn.com/pakistan,Pakistan,Rights group urges Pakistan not to hang mentally ill man,1284333-rights group urges pakistan not to hang mentally ill man,"Pakistan must not hang man who is suffering from paranoid schizophrenia, says Justice Project Pakistan.",Published,"17 Sep, 2016","Rights group urges Pakistan not to hang mentally ill manPakistan must not hang man who is suffering from paranoid schizophrenia, says Justice Project Pakistan."
www.dawn.com/pakistan,Pakistan,Pakistan and US the odd couple,1284153-the odd couple,Pakistans ties with the US show no signs of improvement.,Published,"17 Sep, 2016",Pakistan and US the odd couplePakistans ties with the US show no signs of improvement.
www.dawn.com/pakistan,Pakistan,Electronic media turns a blind eye to Mohmand mosque attack,1284267-electronic media turns a blind eye to mohmand mosque attack,Rights activists raise Fata issues on social media.,Updated,"17 Sep, 2016",Electronic media turns a blind eye to Mohmand mosque attackRights activists raise Fata issues on social media.
www.dawn.com/pakistan,Pakistan,If Sri Lanka can eradicate malaria so can Pakistan,1284289-if sri lanka can eradicate malaria so can pakistan,"Bad planning, lack of political will cause the virus to spread, says PMA.",Updated,"17 Sep, 2016","If Sri Lanka can eradicate malaria so can PakistanBad planning, lack of political will cause the virus to spread, says PMA."
www.dawn.com/pakistan,Pakistan,SC orders analysis of all brands of packed milk,1284252-sc orders analysis of all brands of packed milk,Justice Mian Saqib Nisar instructs analysis of milk samples as the matter concerns the lives of the citizens.,Updated,"17 Sep, 2016",SC orders analysis of all brands of packed milkJustice Mian Saqib Nisar instructs analysis of milk samples as the matter concerns the lives of the citizens.
www.dawn.com/pakistan,Pakistan,CM Sindh approves Rsbn for police training weapons,1284196-cm sindh approves rs22bn for police training weapons,Weapons and special training of police to be given by trained professionals of the Pakistan Army and other countries.,Updated,"17 Sep, 2016",CM Sindh approves Rsbn for police training weaponsWeapons and special training of police to be given by trained professionals of the Pakistan Army and other countries.
www.dawn.com/pakistan,Pakistan,JI seeks immediate reforms census in Fata,1284276-ji seeks immediate reforms census in fata,"Govt plan to merge Fata into KP should be initiated as soon as possible, says JI chief.",Updated,"17 Sep, 2016","JI seeks immediate reforms census in FataGovt plan to merge Fata into KP should be initiated as soon as possible, says JI chief."
www.dawn.com/pakistan,Pakistan,France urged to raise voice against Indian oppression,1284281-france urged to raise voice against indian oppression,Finance minister apprises French minister of the worsening human rights situation in Indiaheld Kashmir.,Updated,"17 Sep, 2016",France urged to raise voice against Indian oppressionFinance minister apprises French minister of the worsening human rights situation in Indiaheld Kashmir.
www.dawn.com/pakistan,Pakistan, more stranded workers return from Saudi Arabia,1284304-233 more stranded workers return from saudi arabia,"Over 6,000 Pakistani workers waiting to be sent back to Pakistan, claims one deported worker.",Updated,"17 Sep, 2016"," more stranded workers return from Saudi ArabiaOver 6,000 Pakistani workers waiting to be sent back to Pakistan, claims one deported worker."
www.dawn.com/pakistan,Pakistan,Under pressure Punjab undecided about Rangers powers,1284305-under pressure punjab undecided about rangers powers,"Province wants paramilitary force to assist police against terrorists, not criminals.",Updated,"17 Sep, 2016","Under pressure Punjab undecided about Rangers powersProvince wants paramilitary force to assist police against terrorists, not criminals."
www.dawn.com/pakistan,Pakistan,Stargazers treated to years last lunar eclipse,1284303-stargazers treated to years last lunar eclipse,"The next lunar eclipse, also a penumbral, will occur on Feb 1.",Updated,"17 Sep, 2016","Stargazers treated to years last lunar eclipseThe next lunar eclipse, also a penumbral, will occur on Feb 1."
www.dawn.com/pakistan,Pakistan,Pakistan India set to clash on Kashmir at UN,1284310-pakistan india set to clash on kashmir at un,Kashmir dispute to find special mention in PMs speech next week India preparing 'a befitting reply'.,Updated,"17 Sep, 2016",Pakistan India set to clash on Kashmir at UNKashmir dispute to find special mention in PMs speech next week India preparing 'a befitting reply'.
www.dawn.com/pakistan,Pakistan,Pakistan rejects Indias allegations of involvement in terrorist attack in held Kashmir,1284555-pakistan rejects indias allegations of involvement in terrorist attack in held kashmir,"""India is trying to divert world's attention from the human rights violations being committed in occupied Kashmir.""",Updated,"18 Sep, 2016","Pakistan rejects Indias allegations of involvement in terrorist attack in held Kashmir""India is trying to divert world's attention from the human rights violations being committed in occupied Kashmir."""
www.dawn.com/pakistan,Pakistan,Raiwind march on Sept  Imran Khan,1284554-raiwind march on sept 30 imran khan,"""Raiwind is not anyone's father's property,"" says PTI chief.",Published,"18 Sep, 2016","Raiwind march on Sept  Imran Khan""Raiwind is not anyone's father's property,"" says PTI chief."
www.dawn.com/pakistan,Pakistan,After Uber Careem announces up to pc slash in Go fares for Karachi residents,1284553-after uber careem announces up to 30pc slash in go fares for karachi residents,Careem also cuts 'Economy' fares to Rs15km from earlier fare of Rs17km.,Updated,"02 Nov, 2016",After Uber Careem announces up to pc slash in Go fares for Karachi residentsCareem also cuts 'Economy' fares to Rs15km from earlier fare of Rs17km.
www.dawn.com/pakistan,Pakistan,Pakistan a terrorist state  Rajnath spews vitriol ahead of UN General Assembly session,1284549-pakistan a terrorist state rajnath spews vitriol ahead of un general assembly session,"""Deeply disappointed with Pakistan's continued and direct support to terrorism and terrorist groups.""",Updated,"18 Sep, 2016","Pakistan a terrorist state  Rajnath spews vitriol ahead of UN General Assembly session""Deeply disappointed with Pakistan's continued and direct support to terrorism and terrorist groups."""
www.dawn.com/pakistan,Pakistan, is Nawazs to lose  Imran is disorganised PPP has selfimmolated,1284400-wresting back space,"The good news, for Nawaz is that electorally hes in the same position he was five years ago.",Published,"18 Sep, 2016"," is Nawazs to lose  Imran is disorganised PPP has selfimmolatedThe good news, for Nawaz is that electorally hes in the same position he was five years ago."
www.dawn.com/pakistan,Pakistan,Remembering Pakistans finest radio women Mohini Hameed and Satnam Mahmood,1176258-remembering pakistans finest radio women mohini hameed and satnam mahmood,"Satnam once said, ""If Mohini can stitch pearls of Urdu, surely I was expected to produce garlands of roses in Punjabi.""",Published,"18 Sep, 2016","Remembering Pakistans finest radio women Mohini Hameed and Satnam MahmoodSatnam once said, ""If Mohini can stitch pearls of Urdu, surely I was expected to produce garlands of roses in Punjabi."""
www.dawn.com/pakistan,Pakistan,The ugly truth behind the glitz and glamour of textile exports,1284092-the ugly truth behind the glitz and glamour of textile exports,Exploiting factory workers and fabricating certificates has long been the norm in the textile and garments sector.,Updated,"23 May, 2019",The ugly truth behind the glitz and glamour of textile exportsExploiting factory workers and fabricating certificates has long been the norm in the textile and garments sector.
www.dawn.com/pakistan,Pakistan,PM backtracking on CPEC promise ANP,1284424-pm backtracking on cpec promise anp,ANP alleges that the govt's entire focus is on projects meant for development of certain developed areas of Punjab.,Updated,"18 Sep, 2016",PM backtracking on CPEC promise ANPANP alleges that the govt's entire focus is on projects meant for development of certain developed areas of Punjab.
www.dawn.com/pakistan,Pakistan,Jhagra pledges allout efforts to eliminate terrorism,1284428-jhagra pledges all out efforts to eliminate terrorism,Enquires after the mosque bombing injured in Khar hospital.,Updated,"18 Sep, 2016",Jhagra pledges allout efforts to eliminate terrorismEnquires after the mosque bombing injured in Khar hospital.
www.dawn.com/pakistan,Pakistan,Squashed like sardines,1284435-squashed like sardines,"300 children attend classes in threeroom, illequipped Swat village school",Published,"18 Sep, 2016","Squashed like sardines300 children attend classes in threeroom, illequipped Swat village school"
www.dawn.com/pakistan,Pakistan,Forced return of Afghans to affect geopolitical scenario in region,1284447-forced return of afghans to affect geo political scenario in region,"'Forced repatriation of Afghans will fire back, result in short and long term deep socioeconomic impacts on KP, Fata.'",Updated,"18 Sep, 2016","Forced return of Afghans to affect geopolitical scenario in region'Forced repatriation of Afghans will fire back, result in short and long term deep socioeconomic impacts on KP, Fata.'"
www.dawn.com/pakistan,Pakistan,Police make new policy to hunt criminals,1284493-police make new policy to hunt criminals,"The motto of the new policy is zero tolerance towards any format of crime, the CCPO says.",Updated,"18 Sep, 2016","Police make new policy to hunt criminalsThe motto of the new policy is zero tolerance towards any format of crime, the CCPO says."
www.dawn.com/pakistan,Pakistan,PPP committed to depoliticising  police Bilawal,1284354-ppp committed to depoliticising police bilawal,No one will be allowed to take the law into their own hands.,Updated,"18 Sep, 2016",PPP committed to depoliticising  police BilawalNo one will be allowed to take the law into their own hands.
www.dawn.com/pakistan,Pakistan,Sharea Faisal without rickshaws unimaginable,1284384-sharea faisal without rickshaws unimaginable,Rickshaws are the only vehicles that can be hailed in a second and asked to transport you anywhere.,Updated,"18 Sep, 2016",Sharea Faisal without rickshaws unimaginableRickshaws are the only vehicles that can be hailed in a second and asked to transport you anywhere.
www.dawn.com/pakistan,Pakistan,Two years on little headway made in Dr Auj murder case,1284386-two years on little headway made in dr auj murder case,Dr Hasan claims the case is being taken towards a particular direction without taking important facts into account.,Updated,"18 Sep, 2016",Two years on little headway made in Dr Auj murder caseDr Hasan claims the case is being taken towards a particular direction without taking important facts into account.
www.dawn.com/pakistan,Pakistan,Is Pakistan cricket heading for another disaster by recalling Salman Butt,1284375-is pakistan cricket heading for another disaster by recalling salman butt,What logic will the PCB come up with now if Salman is selected to represent the country once again,Updated,"18 Sep, 2016",Is Pakistan cricket heading for another disaster by recalling Salman ButtWhat logic will the PCB come up with now if Salman is selected to represent the country once again
www.dawn.com/pakistan,Pakistan,US renews pledge to help Pakistan defeat terrorists,1284507-us renews pledge to help pakistan defeat terrorists,"The United States stands with the people of Pakistan against the scourge of terrorism, says White House NSCs spokesman.",Updated,"18 Sep, 2016","US renews pledge to help Pakistan defeat terroristsThe United States stands with the people of Pakistan against the scourge of terrorism, says White House NSCs spokesman."
www.dawn.com/pakistan,Pakistan,Revised voters lists to be displayed,1284509-revised voters lists to be displayed,The exercise is the second phase of the process for updating the electoral roll.,Updated,"18 Sep, 2016",Revised voters lists to be displayedThe exercise is the second phase of the process for updating the electoral roll.
www.dawn.com/pakistan,Pakistan,Sindh trains posts  exservicemen to guard CPEC projects,1284511-sindh trains posts 168 ex servicemen to guard cpec projects,Sindh govt ready to take all measures needed to establish an effective SPU for the Chinese investors and their projects.,Updated,"18 Sep, 2016",Sindh trains posts  exservicemen to guard CPEC projectsSindh govt ready to take all measures needed to establish an effective SPU for the Chinese investors and their projects.
www.dawn.com/pakistan,Pakistan,US to stay neutral as Pakistan India prepare for UN showdown,1284515-us to stay neutral as pakistan india prepare for un showdown,"Nothing is changed about our view that we want to see India and Pakistan work this out bilaterally, says John Kirby.",Updated,"19 Sep, 2016","US to stay neutral as Pakistan India prepare for UN showdownNothing is changed about our view that we want to see India and Pakistan work this out bilaterally, says John Kirby."
www.dawn.com/pakistan,Pakistan,Confiscation of Musharrafs properties ordered,1284516-confiscation of musharrafs properties ordered,The court also confiscated the bonds submitted when Mr Musharraf was granted bail in the case in Nov 2013.,Updated,"18 Sep, 2016",Confiscation of Musharrafs properties orderedThe court also confiscated the bonds submitted when Mr Musharraf was granted bail in the case in Nov 2013.
www.dawn.com/pakistan,Pakistan,Footprints Kabul in miniature,1284503-footprints kabul in miniature,"Chhota Kabul, or Board Bazaar, is a marketplace built around the business of unsettled lives.",Updated,"18 Sep, 2016","Footprints Kabul in miniatureChhota Kabul, or Board Bazaar, is a marketplace built around the business of unsettled lives."
www.dawn.com/pakistan,Pakistan,Call for Fatas merger with KP before  polls,1284517-call for fatas merger with kp before 2018 polls,"Everybody wants merger and wants it quick, says CM Khattak.",Updated,"18 Sep, 2016","Call for Fatas merger with KP before  pollsEverybody wants merger and wants it quick, says CM Khattak."
www.dawn.com/pakistan,Pakistan,Imran backs defiant police officer in Izhar controversy,1284518-imran backs defiant police officer in izhar controversy,Accuses Prime Minister Nawaz Sharif of forcing the Sindh chief minister to suspend the officer.,Updated,"18 Sep, 2016",Imran backs defiant police officer in Izhar controversyAccuses Prime Minister Nawaz Sharif of forcing the Sindh chief minister to suspend the officer.
www.dawn.com/pakistan,Pakistan,Mohmand suicide bombing toll rises to ,1284519-mohmand suicide bombing toll rises to 36,'Four victims died overnight in hospitals and it emerged that bodies of eight others had been taken away by relatives.',Updated,"18 Sep, 2016",Mohmand suicide bombing toll rises to 'Four victims died overnight in hospitals and it emerged that bodies of eight others had been taken away by relatives.'
www.dawn.com/pakistan,Pakistan,War of words between PMLN PTI heats up,1284520-war of words between pml n pti heats up,Nawaz Sharif loyalists set up force to stop Imran supporters from marching on Raiwind,Published,"18 Sep, 2016",War of words between PMLN PTI heats upNawaz Sharif loyalists set up force to stop Imran supporters from marching on Raiwind
www.dawn.com/pakistan,Pakistan,Military judiciary must be subservient to parliament says Achakzai,1284746-military judiciary must be subservient to parliament says achakzai,The nationalist leader said supremacy of the parliament guarantees a prosperous and a developed Pakistan.,Published,"19 Sep, 2016",Military judiciary must be subservient to parliament says AchakzaiThe nationalist leader said supremacy of the parliament guarantees a prosperous and a developed Pakistan.
